189963607449141249	T13118198	neutral	Seven Penny Stocks on the Move with Heavy Volume, April 10 http://t.co/eNXkbyOA
282031301962395648	T14111200	neutral	dec 21st 2012 will be know not as the end of the world but the Baby Boom! #2012shit
253421252956545024	T13114433	neutral	MT @LccSy #Syria, Deir Ezzor: Ali Bashar al-theeb was martyred. He was a soldier of the Free Syrian Army.  Wednesday, 3 October 2012.
220880422320603137	T14114138	negative	@MacMiller hate my life, because i can't see you at the roskilde festival on saturday, promise me to come back again, SOON.
261429133987438593	T13118624	positive	excited for fri,not so i can get smashed but so i can go to the garden centre,look at the xmas display and have a coffee #wtf #grannyalert
260153933853519872	T13114269	neutral	Just got the ICS update from Sony on my Sola (apparently it was released on the 17th, but update centre never told me, so I only knew...
224000915634520064	T14112002	positive	Checked out Our Lady Peace at Bluesfest tonight and spending the day at the beach for HOPE volleyball tomorrow. Gotta love summer weekends!
262131102137860096	T13112746	positive	Sign of the times for once powerful Cosatu? @TimesLIVE Black shirts see red at Cosatu march http://t.co/VNiXvhdf
255713054224949249	T14114382	positive	Hello from the Foundation Trekkers! We're up in chilly Haltwhistle getting ready to trek Hadrian's wall tomorrow :-) http://t.co/MmRnhLAL
267404127213060096	T14114875	positive	Tomorrow we will be proud to play at the Remembrance Service at South Hetton church
266350263764393985	T14114623	negative	Impulsively bought Resident Evil: Operation Raccoon City. Probably won't play it till tomorrow though. Have so much editing to do with 06.
245250307448246272	T13113583	positive	Got my @johnstownhawks tickets in the mail today!! So excited to see Mario Lemieux drop the 1st puck! #Hockeyisback http://t.co/fTk0AhbS
229523369538768896	T14113020	neutral	Just arriving in madrid from Moscow Tomorrow going to HVar, Croatia
249375357956927488	T13119091	negative	Sophos is the Lamest Virus Ever...: Starting September 19, Sophos successfully became the lamest... http://t.co/14HqjMMq |InfoSecIsland
232086435581276162	T13115034	neutral	@CherylCole's on MTV Hits in 30 minutes taking us behind the scenes of her "Under The Sun" video
241233461560635392	T13111814	neutral	Jose Iglesias /  Igleisas started at shortstop Wednesday night for the second http://t.co/Gkpx9Blu #MLB #BOS
233453521050161152	T13112386	neutral	Wasn't there an International Women's day on the 8th of March too?
259978181312921600	T13114005	neutral	Game 3 of San Beda vs Letran will be on Thursday at the Smart Araneta Coliseum.
209669128292810752	T13113381	neutral	We're partnering with our friends at Ten Thousand Villages in Green Hills on Sunday, June 17th. Stop by anytime... http://t.co/JpK2EODR
250017113773858818	T13112623	neutral	See you at the Houston Improv, this Tuesday, 9/25, National Voter Registration Day for a FREE SHOW - "Vote for... http://t.co/myrQvRsK
205051127593574400	T13116258	positive	Good luck to @ChewB30 tomorrow at the MAC Championship!! Do your thing buddy!! #GoBobcats #MACBaseball
258428070241906688	T13113215	neutral	Whoa. Is Taylor Kitsch seriously going to be at the charity game tomorrow?
264185414154350592	T13113570	neutral	Due to the hurricane, game 1 of the the Eastern conf semi-final has been moved to RFK on Nov 3. The 2nd leg will be in NY on Nov 7. #DCU
256667211803009024	T14113880	neutral	Just packing for a weekend in Liverpool and the small matter of a marathon on Sunday. First up though...Blackpool Illuminations!
223365454452891649	T14113863	negative	Your plans of attending the Great Yorkshire Show may have been washed out because of the weather, so how about... http://t.co/fEsAtbk8
254817714898604032	T13112109	neutral	Espindola double rocks Galaxy: The star-studded Los Angeles Galaxy may have to face one more game in the MLS Cup... http://t.co/g0xRIA1U
263445282879062016	T13112829	neutral	#Rent in US up 10% betw Jan'11 &amp; Jun'12, up .1% in Calif says @ApartmentList. Sound right to you? http://t.co/fbRrhDQx
212138200385331201	T14113874	neutral	By the end of today I will have worked 14hrs, done my workout and attended part of Hot Jam. Hitting the ground running this Monday.
278353426096738306	T14115078	neutral	Check out this weeks the @SixersBBL Scoop column looking back on Sat Nights win over the Thunder! http://t.co/lRto77al #smashemsixers #BBL02
263358562531676161	T13112517	positive	Mark Cuban: Apple TV Is a Pipe Dream And why the HDNet founder thinks that may be a good thing... http://t.co/MbASAnnw http://t.co/ES6H34Zx
244043385944539136	T14112740	positive	Three day weekend a head. Tonight Grand Bend forracing, Saturday Grand Bend with the inlaws more racing. Sunday first #Sting game for us.
248007329658834944	T14115332	positive	Have you been inspired by Ironman Wales? Why not give triathlon a go by taking part in the Fishguard Go Tri on Sunday. http://t.co/lDfNW2fG
278528076445523968	T14115541	positive	I've found lyrics of Kiryu - Kaika!!! YES!!! but I've sat down to listen a song and write it already...))
239496123524468736	T14113931	neutral	Jonathan Kozol is the leading author on educational advocacy and social equality. He will be on campus Wednesday,... http://t.co/nteU8d3w
221521873408765955	T14113516	negative	@nurinqistinaa @hannahban4na That's the 1st.2nd: Nadia &amp; Mysa about Mysa break dgn Adam. 3rd: this bullshit thingy -.-
261026742016303104	T13112219	positive	Bersani, supports stability agreement to secure government: (AGI) Rome, October 24 - Tomorrow the agreement on t... http://t.co/ew0JWQgD
240117467488325632	T14112353	positive	Thanks to all those who joined UYSA and the University of Utah in celebrating Youth Soccer Month last Saturday,... http://t.co/39jQBGV8
231118920671703042	T13116042	positive	Nikki Beach Miami is excited to welcome back our good friend Patrick M this Sunday along with Nikki Beach's... http://t.co/EUyVFzMz
285609537480826881	T14114259	positive	@pkollar Well it was either that or watch you play Raccoon City, so.. I think I may have won?
259369879591854081	T13113852	neutral	THIS SUNDAY: Join us at Ten Thousand Villages to get holiday gifts. 15% of the proceeds donated to HIAS Pennsylvania! http://t.co/PPjydgjx
254181273352929280	T13112008	neutral	@NatLe7 gonna stay over in Leeds for Wednesday tho to get my fix of the eternal city
